policy_id,customer_id,vehicle_id,policy_type,policy_version_id,coverage_limit,deductible,start_date,end_date,status
P003588,C003521,V011529,THEFT,PV-THEFT-V1,676000.0,26700.0,2025-11-28,2026-11-28,ACTIVE
P003589,C002415,V009758,THEFT,PV-THEFT-V1,1282000.0,23300.0,2025-04-09,2026-04-09,EXPIRED
P003590,C008839,V013415,COMMERCIAL,PV-COMM-V1,777000.0,23200.0,2026-05-04,2027-05-04,ACTIVE
P003591,C002329,V006238,COMPREHENSIVE,PV-COMP-V1,578000.0,27400.0,2023-11-04,2024-11-03,EXPIRED
P003592,C000562,V013727,COMMERCIAL,PV-COMM-V1,810000.0,12600.0,2025-03-27,2026-03-27,EXPIRED
P003593,C005539,V005187,COMPREHENSIVE,PV-COMP-V2,897000.0,25200.0,2025-10-13,2026-10-13,ACTIVE
P003594,C002224,V002317,COMPREHENSIVE,PV-COMP-V2,733000.0,31500.0,2026-07-22,2027-07-22,ACTIVE
P003595,C004544,V010696,THIRD_PARTY,PV-TP-V1,1035000.0,49100.0,2024-04-29,2025-04-29,EXPIRED
P003596,C009363,V006625,COMMERCIAL,PV-COMM-V1,677000.0,30500.0,2026-09-08,2027-09-08,ACTIVE
P003597,C007222,V010598,THIRD_PARTY,PV-TP-V1,1242000.0,41200.0,2024-06-28,2025-06-28,EXPIRED
P003598,C007186,V010086,COMPREHENSIVE,PV-COMP-V2,1716000.0,60800.0,2025-05-09,2026-05-09,EXPIRED
P003599,C006022,V013008,COMPREHENSIVE,PV-COMP-V1,1072000.0,53500.0,2023-12-14,2024-12-13,EXPIRED
P003600,C004432,V002459,COMPREHENSIVE,PV-COMP-V1,618000.0,7200.0,2024-08-23,2025-08-23,EXPIRED
P003601,C004410,V005354,COMPREHENSIVE,PV-COMP-V2,1537000.0,72300.0,2023-12-10,2024-12-09,EXPIRED
P003602,C005208,V005408,COMMERCIAL,PV-COMM-V1,1769000.0,69000.0,2024-04-09,2025-04-09,EXPIRED
P003603,C004315,V014493,COMPREHENSIVE,PV-COMP-V2,561000.0,14100.0,2024-06-01,2025-06-01,EXPIRED
P003604,C003183,V013283,THIRD_PARTY,PV-TP-V1,500000.0,19200.0,2025-09-18,2026-09-18,ACTIVE
P003605,C004792,V005080,THIRD_PARTY,PV-TP-V1,493000.0,8600.0,2025-05-18,2026-05-18,EXPIRED
P003606,C009007,V006394,THIRD_PARTY,PV-TP-V1,1725000.0,86100.0,2024-12-11,2025-12-11,EXPIRED
P003607,C006760,V009603,COMMERCIAL,PV-COMM-V1,791000.0,37800.0,2025-07-07,2026-07-07,EXPIRED
P003608,C009847,V008501,COMPREHENSIVE,PV-COMP-V1,1690000.0,17700.0,2024-10-09,2025-10-09,EXPIRED
P003609,C006516,V010608,THIRD_PARTY,PV-TP-V1,749000.0,13800.0,2024-03-02,2025-03-02,EXPIRED
P003610,C009691,V008024,COMPREHENSIVE,PV-COMP-V2,525000.0,25700.0,2025-02-21,2026-02-21,EXPIRED
P003611,C000216,V013497,THIRD_PARTY,PV-TP-V1,551000.0,15200.0,2024-06-25,2025-06-25,EXPIRED
P003612,C003905,V001865,COMPREHENSIVE,PV-COMP-V2,918000.0,40300.0,2025-06-09,2026-06-09,EXPIRED
P003613,C001157,V011309,COMPREHENSIVE,PV-COMP-V2,1149000.0,27700.0,2024-05-01,2025-05-01,EXPIRED
P003614,C001967,V003725,COMPREHENSIVE,PV-COMP-V1,1264000.0,24800.0,2025-12-20,2026-12-20,ACTIVE
P003615,C001286,V003822,COMPREHENSIVE,PV-COMP-V2,757000.0,14000.0,2024-11-17,2025-11-17,EXPIRED
P003616,C003058,V008737,COMPREHENSIVE,PV-COMP-V1,974000.0,25500.0,2025-05-17,2026-05-17,EXPIRED
P003617,C004934,V001146,THEFT,PV-THEFT-V1,379000.0,15900.0,2026-03-13,2027-03-13,ACTIVE
P003618,C004863,V006926,COMPREHENSIVE,PV-COMP-V1,808000.0,25500.0,2026-09-12,2027-09-12,ACTIVE
P003619,C000906,V014436,COMMERCIAL,PV-COMM-V1,1686000.0,37600.0,2025-12-30,2026-12-30,ACTIVE
P003620,C001823,V013352,COMPREHENSIVE,PV-COMP-V1,714000.0,9700.0,2025-12-14,2026-12-14,ACTIVE
P003621,C009320,V000734,COMPREHENSIVE,PV-COMP-V2,567000.0,6500.0,2024-04-22,2025-04-22,EXPIRED
P003622,C009825,V008979,COMPREHENSIVE,PV-COMP-V2,1126000.0,25100.0,2025-07-21,2026-07-21,EXPIRED
P003623,C009672,V008834,COMPREHENSIVE,PV-COMP-V1,1522000.0,56800.0,2025-04-05,2026-04-05,EXPIRED
P003624,C001056,V007066,COMPREHENSIVE,PV-COMP-V2,665000.0,15500.0,2024-11-29,2025-11-29,EXPIRED
P003625,C008000,V003283,COMPREHENSIVE,PV-COMP-V2,498000.0,6200.0,2024-09-16,2025-09-16,EXPIRED
P003626,C006356,V002458,COMPREHENSIVE,PV-COMP-V2,1167000.0,34700.0,2025-09-13,2026-09-13,EXPIRED
P003627,C006701,V009972,COMPREHENSIVE,PV-COMP-V1,1750000.0,78300.0,2024-09-14,2025-09-14,EXPIRED
P003628,C009677,V007308,COMMERCIAL,PV-COMM-V1,1155000.0,54300.0,2024-10-05,2025-10-05,EXPIRED
P003629,C000770,V014528,COMPREHENSIVE,PV-COMP-V2,837000.0,32600.0,2025-01-23,2026-01-23,EXPIRED
P003630,C004824,V014141,COMPREHENSIVE,PV-COMP-V1,501000.0,21700.0,2025-06-27,2026-06-27,EXPIRED
P003631,C006539,V007625,COMPREHENSIVE,PV-COMP-V2,892000.0,25500.0,2025-04-13,2026-04-13,EXPIRED
P003632,C007404,V012097,THEFT,PV-THEFT-V1,308000.0,3500.0,2025-09-03,2026-09-03,EXPIRED
P003633,C000357,V011209,COMPREHENSIVE,PV-COMP-V1,972000.0,15300.0,2025-11-20,2026-11-20,ACTIVE
P003634,C003172,V008479,THEFT,PV-THEFT-V1,235000.0,7300.0,2024-10-10,2025-10-10,EXPIRED
P003635,C001082,V006093,THIRD_PARTY,PV-TP-V1,618000.0,25900.0,2024-08-21,2025-08-21,EXPIRED
P003636,C005476,V004368,COMPREHENSIVE,PV-COMP-V2,1716000.0,39100.0,2026-03-16,2027-03-16,ACTIVE
P003637,C000104,V007874,COMPREHENSIVE,PV-COMP-V2,486000.0,17800.0,2024-10-13,2025-10-13,EXPIRED
P003638,C006391,V004623,COMPREHENSIVE,PV-COMP-V2,1218000.0,43500.0,2024-08-21,2025-08-21,EXPIRED
P003639,C009155,V008862,COMPREHENSIVE,PV-COMP-V2,326000.0,13000.0,2024-07-09,2025-07-09,EXPIRED
P003640,C005599,V012668,THIRD_PARTY,PV-TP-V1,2016000.0,21500.0,2026-06-03,2027-06-03,ACTIVE
P003641,C004335,V007279,COMPREHENSIVE,PV-COMP-V1,548000.0,11100.0,2025-08-24,2026-08-24,EXPIRED
P003642,C005872,V014958,COMMERCIAL,PV-COMM-V1,792000.0,24700.0,2025-11-22,2026-11-22,ACTIVE
P003643,C003681,V014600,COMMERCIAL,PV-COMM-V1,535000.0,18000.0,2026-01-30,2027-01-30,ACTIVE
P003644,C005871,V005557,THIRD_PARTY,PV-TP-V1,1603000.0,58400.0,2026-04-19,2027-04-19,ACTIVE
P003645,C006596,V008615,COMPREHENSIVE,PV-COMP-V1,1401000.0,21000.0,2026-01-21,2027-01-21,ACTIVE
P003646,C008967,V005949,COMPREHENSIVE,PV-COMP-V2,2200000.0,39700.0,2024-04-11,2025-04-11,EXPIRED
P003647,C004038,V010138,COMPREHENSIVE,PV-COMP-V2,439000.0,17100.0,2023-10-12,2024-10-11,EXPIRED
P003648,C001837,V013595,THIRD_PARTY,PV-TP-V1,924000.0,12100.0,2023-12-27,2024-12-26,EXPIRED
P003649,C004591,V005438,THIRD_PARTY,PV-TP-V1,683000.0,30700.0,2025-06-13,2026-06-13,EXPIRED
P003650,C006800,V014960,THIRD_PARTY,PV-TP-V1,690000.0,17800.0,2024-01-22,2025-01-21,EXPIRED
P003651,C002769,V010745,THIRD_PARTY,PV-TP-V1,399000.0,9800.0,2025-11-21,2026-11-21,ACTIVE
P003652,C003711,V006724,THIRD_PARTY,PV-TP-V1,869000.0,39300.0,2025-04-21,2026-04-21,EXPIRED
P003653,C001024,V010074,COMPREHENSIVE,PV-COMP-V1,1777000.0,26200.0,2025-01-29,2026-01-29,EXPIRED
P003654,C000550,V008499,COMPREHENSIVE,PV-COMP-V1,745000.0,27000.0,2026-01-15,2027-01-15,ACTIVE
P003655,C008752,V007873,THEFT,PV-THEFT-V1,474000.0,14500.0,2025-04-04,2026-04-04,EXPIRED
P003656,C000463,V006024,COMPREHENSIVE,PV-COMP-V1,1369000.0,49900.0,2026-05-25,2027-05-25,ACTIVE
P003657,C000234,V005437,COMPREHENSIVE,PV-COMP-V1,406000.0,13200.0,2024-06-10,2025-06-10,EXPIRED
P003658,C003338,V014492,COMPREHENSIVE,PV-COMP-V1,610000.0,26200.0,2024-08-08,2025-08-08,EXPIRED
P003659,C008433,V010032,COMPREHENSIVE,PV-COMP-V2,556000.0,17300.0,2025-07-03,2026-07-03,EXPIRED
P003660,C004338,V011389,COMPREHENSIVE,PV-COMP-V2,491000.0,11400.0,2024-01-13,2025-01-12,EXPIRED
P003661,C004122,V001794,COMPREHENSIVE,PV-COMP-V1,2389000.0,113400.0,2025-09-21,2026-09-21,ACTIVE
P003662,C005867,V001693,COMPREHENSIVE,PV-COMP-V2,292000.0,7800.0,2024-04-14,2025-04-14,EXPIRED
P003663,C005508,V004788,COMMERCIAL,PV-COMM-V1,524000.0,22700.0,2025-05-09,2026-05-09,EXPIRED
P003664,C000717,V012466,THIRD_PARTY,PV-TP-V1,488000.0,6100.0,2026-07-18,2027-07-18,ACTIVE
P003665,C002563,V008295,THEFT,PV-THEFT-V1,508000.0,8700.0,2025-06-23,2026-06-23,EXPIRED
P003666,C003581,V000494,COMPREHENSIVE,PV-COMP-V1,319000.0,4400.0,2026-04-02,2027-04-02,ACTIVE
P003667,C003322,V006573,THIRD_PARTY,PV-TP-V1,1024000.0,22100.0,2025-06-17,2026-06-17,EXPIRED
P003668,C004351,V000158,THIRD_PARTY,PV-TP-V1,476000.0,11600.0,2025-09-06,2026-09-06,EXPIRED
P003669,C005574,V011747,THIRD_PARTY,PV-TP-V1,436000.0,17700.0,2026-06-02,2027-06-02,ACTIVE
P003670,C000886,V014476,COMPREHENSIVE,PV-COMP-V2,696000.0,26000.0,2024-04-05,2025-04-05,EXPIRED
P003671,C000520,V001464,COMPREHENSIVE,PV-COMP-V2,445000.0,16000.0,2024-03-12,2025-03-12,EXPIRED
P003672,C008357,V004808,COMPREHENSIVE,PV-COMP-V2,715000.0,16000.0,2026-02-08,2027-02-08,ACTIVE
P003673,C006881,V004177,COMPREHENSIVE,PV-COMP-V1,519000.0,15600.0,2026-07-17,2027-07-17,ACTIVE
P003674,C007742,V004356,THIRD_PARTY,PV-TP-V1,1094000.0,37300.0,2026-01-25,2027-01-25,ACTIVE
P003675,C001519,V013969,COMPREHENSIVE,PV-COMP-V2,431000.0,8500.0,2026-03-05,2027-03-05,ACTIVE
P003676,C007223,V008761,COMPREHENSIVE,PV-COMP-V1,347000.0,4600.0,2024-05-01,2025-05-01,EXPIRED
P003677,C007199,V002288,THIRD_PARTY,PV-TP-V1,1429000.0,23400.0,2025-06-20,2026-06-20,EXPIRED
P003678,C005782,V007533,COMPREHENSIVE,PV-COMP-V2,408000.0,11300.0,2023-12-22,2024-12-21,EXPIRED
P003679,C007171,V003352,COMMERCIAL,PV-COMM-V1,383000.0,8100.0,2025-07-18,2026-07-18,EXPIRED
P003680,C005639,V004451,COMPREHENSIVE,PV-COMP-V2,628000.0,21600.0,2025-10-13,2026-10-13,ACTIVE
P003681,C005473,V000966,COMPREHENSIVE,PV-COMP-V1,904000.0,18500.0,2025-02-03,2026-02-03,EXPIRED
P003682,C008910,V007199,COMPREHENSIVE,PV-COMP-V2,771000.0,14400.0,2026-07-31,2027-07-31,ACTIVE
P003683,C008137,V006391,COMMERCIAL,PV-COMM-V1,1423000.0,16500.0,2026-09-01,2027-09-01,ACTIVE
P003684,C001571,V002253,THEFT,PV-THEFT-V1,336000.0,6500.0,2024-01-31,2025-01-30,EXPIRED
P003685,C008434,V008699,THIRD_PARTY,PV-TP-V1,292000.0,4300.0,2024-09-07,2025-09-07,EXPIRED
P003686,C007552,V002579,COMMERCIAL,PV-COMM-V1,545000.0,16200.0,2025-01-10,2026-01-10,EXPIRED
P003687,C005029,V000439,COMPREHENSIVE,PV-COMP-V2,698000.0,17900.0,2023-10-09,2024-10-08,EXPIRED
P003688,C003033,V004120,COMPREHENSIVE,PV-COMP-V2,623000.0,18600.0,2025-09-17,2026-09-17,EXPIRED
P003689,C003551,V008290,COMPREHENSIVE,PV-COMP-V2,728000.0,27600.0,2026-08-13,2027-08-13,ACTIVE
P003690,C006267,V001615,COMPREHENSIVE,PV-COMP-V2,250000.0,11600.0,2024-02-28,2025-02-27,EXPIRED
P003691,C009228,V011370,COMPREHENSIVE,PV-COMP-V2,1137000.0,38200.0,2023-12-15,2024-12-14,EXPIRED
P003692,C007970,V008978,THEFT,PV-THEFT-V1,654000.0,25100.0,2025-10-13,2026-10-13,ACTIVE
P003693,C003952,V004394,THIRD_PARTY,PV-TP-V1,405000.0,8900.0,2024-04-24,2025-04-24,EXPIRED
P003694,C000355,V013936,COMPREHENSIVE,PV-COMP-V2,563000.0,25300.0,2025-12-25,2026-12-25,ACTIVE
P003695,C008246,V012958,COMPREHENSIVE,PV-COMP-V2,340000.0,3700.0,2024-03-02,2025-03-02,EXPIRED
P003696,C008012,V013108,COMPREHENSIVE,PV-COMP-V2,256000.0,4900.0,2024-02-08,2025-02-07,EXPIRED
P003697,C005749,V000468,THIRD_PARTY,PV-TP-V1,286000.0,3800.0,2026-09-10,2027-09-10,ACTIVE
P003698,C006883,V010081,COMPREHENSIVE,PV-COMP-V1,759000.0,15500.0,2025-06-28,2026-06-28,EXPIRED
P003699,C005368,V004605,COMPREHENSIVE,PV-COMP-V1,392000.0,16800.0,2026-07-05,2027-07-05,ACTIVE
P003700,C001918,V000757,COMPREHENSIVE,PV-COMP-V1,679000.0,28800.0,2025-11-10,2026-11-10,ACTIVE
P003701,C009129,V004619,THIRD_PARTY,PV-TP-V1,1294000.0,43500.0,2024-11-22,2025-11-22,EXPIRED
P003702,C007954,V004202,COMMERCIAL,PV-COMM-V1,473000.0,14100.0,2024-07-27,2025-07-27,EXPIRED
P003703,C000257,V002689,THIRD_PARTY,PV-TP-V1,871000.0,34900.0,2026-01-09,2027-01-09,ACTIVE
P003704,C009933,V001091,THIRD_PARTY,PV-TP-V1,1215000.0,55700.0,2024-10-28,2025-10-28,EXPIRED
P003705,C009342,V006734,COMPREHENSIVE,PV-COMP-V2,333000.0,11300.0,2024-07-27,2025-07-27,EXPIRED
P003706,C007138,V011019,COMPREHENSIVE,PV-COMP-V1,1561000.0,64900.0,2025-04-23,2026-04-23,EXPIRED
P003707,C005521,V004864,THIRD_PARTY,PV-TP-V1,1065000.0,30600.0,2024-04-15,2025-04-15,EXPIRED
P003708,C000520,V009927,THEFT,PV-THEFT-V1,792000.0,23500.0,2025-03-13,2026-03-13,EXPIRED
P003709,C004151,V005615,COMPREHENSIVE,PV-COMP-V1,1343000.0,57700.0,2025-12-20,2026-12-20,ACTIVE
P003710,C000898,V009232,COMPREHENSIVE,PV-COMP-V1,1303000.0,60700.0,2026-02-10,2027-02-10,ACTIVE
P003711,C007707,V001375,THIRD_PARTY,PV-TP-V1,803000.0,36200.0,2025-01-14,2026-01-14,EXPIRED
P003712,C007085,V013423,COMPREHENSIVE,PV-COMP-V1,281000.0,9200.0,2024-10-12,2025-10-12,EXPIRED
P003713,C006952,V001863,THIRD_PARTY,PV-TP-V1,1662000.0,64900.0,2026-07-24,2027-07-24,ACTIVE
P003714,C003948,V009552,THIRD_PARTY,PV-TP-V1,1384000.0,64700.0,2025-06-04,2026-06-04,EXPIRED
P003715,C000800,V005770,COMMERCIAL,PV-COMM-V1,786000.0,10800.0,2025-09-12,2026-09-12,EXPIRED
P003716,C005782,V005953,COMPREHENSIVE,PV-COMP-V2,875000.0,30300.0,2024-10-30,2025-10-30,EXPIRED
P003717,C007964,V004886,THIRD_PARTY,PV-TP-V1,741000.0,17400.0,2025-05-13,2026-05-13,EXPIRED
P003718,C006715,V007919,THIRD_PARTY,PV-TP-V1,428000.0,10400.0,2024-08-04,2025-08-04,EXPIRED
P003719,C007419,V008627,COMPREHENSIVE,PV-COMP-V1,394000.0,5300.0,2026-05-14,2027-05-14,ACTIVE
P003720,C008705,V001879,THIRD_PARTY,PV-TP-V1,710000.0,10300.0,2025-08-28,2026-08-28,EXPIRED
P003721,C004427,V014500,COMMERCIAL,PV-COMM-V1,489000.0,20300.0,2025-02-10,2026-02-10,EXPIRED
P003722,C004522,V014298,COMPREHENSIVE,PV-COMP-V1,845000.0,20400.0,2025-10-01,2026-10-01,ACTIVE
P003723,C007356,V010919,COMPREHENSIVE,PV-COMP-V1,1545000.0,67900.0,2025-09-25,2026-09-25,ACTIVE
P003724,C007330,V001120,COMPREHENSIVE,PV-COMP-V1,550000.0,26000.0,2025-07-13,2026-07-13,EXPIRED
P003725,C006931,V011926,THIRD_PARTY,PV-TP-V1,828000.0,28800.0,2025-10-04,2026-10-04,ACTIVE
P003726,C009732,V008630,COMPREHENSIVE,PV-COMP-V2,2081000.0,67700.0,2025-09-21,2026-09-21,ACTIVE
P003727,C008266,V011900,THEFT,PV-THEFT-V1,489000.0,9100.0,2026-05-09,2027-05-09,ACTIVE
P003728,C008253,V014760,COMPREHENSIVE,PV-COMP-V2,712000.0,10600.0,2026-07-29,2027-07-29,ACTIVE
P003729,C008284,V012787,COMPREHENSIVE,PV-COMP-V1,623000.0,23300.0,2026-08-03,2027-08-03,ACTIVE
P003730,C001993,V013011,COMPREHENSIVE,PV-COMP-V1,524000.0,26100.0,2026-03-06,2027-03-06,ACTIVE
P003731,C009713,V002187,THEFT,PV-THEFT-V1,1325000.0,13500.0,2024-12-15,2025-12-15,EXPIRED
P003732,C004554,V009672,COMPREHENSIVE,PV-COMP-V1,774000.0,11300.0,2025-04-16,2026-04-16,EXPIRED
P003733,C004243,V010771,THIRD_PARTY,PV-TP-V1,239000.0,5700.0,2024-07-11,2025-07-11,EXPIRED
P003734,C004729,V014819,THIRD_PARTY,PV-TP-V1,1298000.0,27700.0,2024-09-15,2025-09-15,EXPIRED
P003735,C009401,V003998,THIRD_PARTY,PV-TP-V1,988000.0,17700.0,2025-04-10,2026-04-10,EXPIRED
P003736,C001645,V004936,COMPREHENSIVE,PV-COMP-V1,326000.0,3400.0,2026-07-26,2027-07-26,ACTIVE
P003737,C001954,V014421,COMPREHENSIVE,PV-COMP-V1,599000.0,26900.0,2025-11-15,2026-11-15,ACTIVE
P003738,C006886,V001433,COMPREHENSIVE,PV-COMP-V1,954000.0,32400.0,2024-01-07,2025-01-06,EXPIRED
P003739,C005098,V004786,COMPREHENSIVE,PV-COMP-V1,457000.0,10600.0,2024-01-25,2025-01-24,EXPIRED
P003740,C000315,V011029,THIRD_PARTY,PV-TP-V1,626000.0,20100.0,2025-07-14,2026-07-14,EXPIRED
P003741,C007995,V006022,COMPREHENSIVE,PV-COMP-V1,1459000.0,44500.0,2024-10-05,2025-10-05,EXPIRED
P003742,C004523,V004903,COMPREHENSIVE,PV-COMP-V2,544000.0,6600.0,2023-12-01,2024-11-30,EXPIRED
P003743,C008074,V002175,COMPREHENSIVE,PV-COMP-V1,374000.0,16800.0,2025-03-14,2026-03-14,EXPIRED
P003744,C009576,V006389,THEFT,PV-THEFT-V1,1419000.0,19600.0,2026-03-03,2027-03-03,ACTIVE
P003745,C009459,V003942,THIRD_PARTY,PV-TP-V1,564000.0,20500.0,2024-06-24,2025-06-24,EXPIRED
P003746,C002609,V002103,COMPREHENSIVE,PV-COMP-V1,247000.0,5400.0,2024-04-15,2025-04-15,EXPIRED
P003747,C004430,V013904,COMPREHENSIVE,PV-COMP-V1,1028000.0,34900.0,2024-12-18,2025-12-18,EXPIRED
P003748,C009819,V011864,COMPREHENSIVE,PV-COMP-V2,1493000.0,43200.0,2025-07-22,2026-07-22,EXPIRED
P003749,C004098,V002657,COMPREHENSIVE,PV-COMP-V1,383000.0,19000.0,2025-06-12,2026-06-12,EXPIRED
P003750,C001693,V007251,COMPREHENSIVE,PV-COMP-V2,731000.0,29400.0,2024-08-06,2025-08-06,EXPIRED
P003751,C007652,V007411,THIRD_PARTY,PV-TP-V1,306000.0,9700.0,2026-03-25,2027-03-25,ACTIVE
P003752,C006704,V010895,THIRD_PARTY,PV-TP-V1,533000.0,5500.0,2023-12-22,2024-12-21,EXPIRED
P003753,C001059,V001935,COMPREHENSIVE,PV-COMP-V2,469000.0,22100.0,2026-02-27,2027-02-27,ACTIVE
P003754,C002743,V011540,COMPREHENSIVE,PV-COMP-V2,1891000.0,37800.0,2026-05-13,2027-05-13,ACTIVE
P003755,C005511,V002953,THEFT,PV-THEFT-V1,966000.0,15500.0,2026-03-31,2027-03-31,ACTIVE
P003756,C004216,V008159,COMMERCIAL,PV-COMM-V1,937000.0,14100.0,2025-03-25,2026-03-25,EXPIRED
P003757,C006557,V007654,THEFT,PV-THEFT-V1,1302000.0,20200.0,2024-10-16,2025-10-16,EXPIRED
P003758,C009992,V013115,COMPREHENSIVE,PV-COMP-V2,572000.0,10000.0,2026-08-04,2027-08-04,ACTIVE
P003759,C000119,V011056,COMPREHENSIVE,PV-COMP-V2,1282000.0,47900.0,2024-04-05,2025-04-05,EXPIRED
P003760,C008951,V007282,COMPREHENSIVE,PV-COMP-V1,340000.0,16200.0,2026-02-09,2027-02-09,ACTIVE
P003761,C006387,V013207,THIRD_PARTY,PV-TP-V1,462000.0,5800.0,2026-04-16,2027-04-16,ACTIVE
P003762,C001396,V006385,COMPREHENSIVE,PV-COMP-V1,366000.0,4300.0,2023-09-30,2024-09-29,EXPIRED
P003763,C008303,V013719,THIRD_PARTY,PV-TP-V1,523000.0,9900.0,2024-10-28,2025-10-28,EXPIRED
P003764,C002909,V000759,COMMERCIAL,PV-COMM-V1,584000.0,6600.0,2024-05-15,2025-05-15,EXPIRED
P003765,C004557,V008861,COMMERCIAL,PV-COMM-V1,291000.0,3900.0,2024-04-09,2025-04-09,EXPIRED
P003766,C008098,V003313,COMPREHENSIVE,PV-COMP-V1,1336000.0,20200.0,2026-05-26,2027-05-26,ACTIVE
P003767,C000928,V000830,COMPREHENSIVE,PV-COMP-V1,305000.0,7200.0,2026-07-02,2027-07-02,ACTIVE
P003768,C009066,V011348,COMMERCIAL,PV-COMM-V1,1265000.0,54000.0,2023-11-07,2024-11-06,EXPIRED
P003769,C007445,V010607,THIRD_PARTY,PV-TP-V1,449000.0,11700.0,2026-02-19,2027-02-19,ACTIVE
P003770,C004814,V013533,COMMERCIAL,PV-COMM-V1,980000.0,43700.0,2026-02-16,2027-02-16,ACTIVE
P003771,C001010,V012938,THIRD_PARTY,PV-TP-V1,669000.0,13100.0,2023-11-09,2024-11-08,EXPIRED
P003772,C007928,V013563,COMPREHENSIVE,PV-COMP-V2,878000.0,19400.0,2025-12-16,2026-12-16,ACTIVE
P003773,C006103,V010084,THIRD_PARTY,PV-TP-V1,415000.0,19000.0,2024-08-08,2025-08-08,EXPIRED
P003774,C007396,V002448,COMPREHENSIVE,PV-COMP-V1,430000.0,6600.0,2025-07-26,2026-07-26,EXPIRED
P003775,C007171,V011722,COMPREHENSIVE,PV-COMP-V1,1211000.0,50700.0,2024-08-05,2025-08-05,EXPIRED
P003776,C004428,V013544,THEFT,PV-THEFT-V1,574000.0,17900.0,2026-08-18,2027-08-18,ACTIVE
P003777,C000628,V009312,COMPREHENSIVE,PV-COMP-V2,630000.0,27000.0,2025-03-20,2026-03-20,EXPIRED
P003778,C000877,V007101,THEFT,PV-THEFT-V1,605000.0,27900.0,2025-04-18,2026-04-18,EXPIRED
P003779,C005984,V013022,COMPREHENSIVE,PV-COMP-V2,448000.0,6000.0,2024-10-30,2025-10-30,EXPIRED
P003780,C001576,V006612,THEFT,PV-THEFT-V1,613000.0,9100.0,2026-02-11,2027-02-11,ACTIVE
P003781,C003249,V010532,COMPREHENSIVE,PV-COMP-V2,247000.0,5600.0,2025-01-20,2026-01-20,EXPIRED
P003782,C008485,V010980,COMPREHENSIVE,PV-COMP-V2,754000.0,28800.0,2025-12-15,2026-12-15,ACTIVE
P003783,C003849,V010915,COMMERCIAL,PV-COMM-V1,1445000.0,38900.0,2024-06-07,2025-06-07,EXPIRED
P003784,C000065,V012612,THEFT,PV-THEFT-V1,734000.0,31500.0,2026-07-18,2027-07-18,ACTIVE
P003785,C002977,V014853,COMPREHENSIVE,PV-COMP-V1,411000.0,7700.0,2026-04-30,2027-04-30,ACTIVE
P003786,C002255,V009392,THIRD_PARTY,PV-TP-V1,913000.0,44600.0,2025-09-07,2026-09-07,EXPIRED
P003787,C005077,V008944,COMPREHENSIVE,PV-COMP-V2,730000.0,28400.0,2025-12-29,2026-12-29,ACTIVE
P003788,C006101,V006871,COMPREHENSIVE,PV-COMP-V1,2042000.0,21500.0,2026-05-01,2027-05-01,ACTIVE
P003789,C001107,V012769,COMMERCIAL,PV-COMM-V1,784000.0,33600.0,2025-09-11,2026-09-11,EXPIRED
P003790,C009025,V007198,COMPREHENSIVE,PV-COMP-V2,706000.0,29800.0,2024-12-15,2025-12-15,EXPIRED
P003791,C007532,V011579,COMPREHENSIVE,PV-COMP-V2,594000.0,24800.0,2024-10-28,2025-10-28,EXPIRED
P003792,C004737,V001460,COMPREHENSIVE,PV-COMP-V2,705000.0,14000.0,2026-03-26,2027-03-26,ACTIVE
P003793,C009944,V014901,COMMERCIAL,PV-COMM-V1,1095000.0,22900.0,2026-01-15,2027-01-15,ACTIVE
P003794,C009117,V003442,THIRD_PARTY,PV-TP-V1,403000.0,19200.0,2026-05-05,2027-05-05,ACTIVE
P003795,C004472,V013050,COMPREHENSIVE,PV-COMP-V1,401000.0,16000.0,2025-04-28,2026-04-28,EXPIRED
P003796,C000916,V008328,COMMERCIAL,PV-COMM-V1,586000.0,23900.0,2024-03-16,2025-03-16,EXPIRED
P003797,C006078,V012830,THEFT,PV-THEFT-V1,884000.0,23200.0,2025-08-21,2026-08-21,EXPIRED
P003798,C002190,V010296,THIRD_PARTY,PV-TP-V1,374000.0,6100.0,2026-08-26,2027-08-26,ACTIVE
P003799,C009107,V013289,COMPREHENSIVE,PV-COMP-V1,1171000.0,14800.0,2025-07-17,2026-07-17,EXPIRED
P003800,C001763,V010160,THIRD_PARTY,PV-TP-V1,1041000.0,30400.0,2024-11-30,2025-11-30,EXPIRED
P003801,C004962,V007713,THIRD_PARTY,PV-TP-V1,1860000.0,92500.0,2026-03-03,2027-03-03,ACTIVE
P003802,C005669,V011379,THIRD_PARTY,PV-TP-V1,833000.0,31700.0,2026-05-10,2027-05-10,ACTIVE
P003803,C003468,V008632,THEFT,PV-THEFT-V1,781000.0,20500.0,2026-04-11,2027-04-11,ACTIVE
P003804,C003914,V011284,COMPREHENSIVE,PV-COMP-V1,400000.0,5800.0,2025-04-06,2026-04-06,EXPIRED
P003805,C003629,V006364,COMPREHENSIVE,PV-COMP-V1,935000.0,15800.0,2025-01-13,2026-01-13,EXPIRED
P003806,C005387,V006518,COMMERCIAL,PV-COMM-V1,884000.0,16400.0,2024-10-14,2025-10-14,EXPIRED
P003807,C006881,V002674,COMPREHENSIVE,PV-COMP-V2,277000.0,9100.0,2026-07-02,2027-07-02,ACTIVE
P003808,C007928,V000135,COMPREHENSIVE,PV-COMP-V1,705000.0,15100.0,2023-12-12,2024-12-11,EXPIRED
