vehicle_id,customer_id,make,model,manufacture_year,registration_number,vehicle_value
V003071,C000766,Mahindra,XUV300,2021,REG-V-003071,749000.0
V003072,C003976,Toyota,Innova,2020,REG-V-003072,2521000.0
V003073,C002320,Honda,Civic,2021,REG-V-003073,722000.0
V003074,C001644,Tata,Altroz,2018,REG-V-003074,402000.0
V003075,C005376,Hyundai,Creta,2019,REG-V-003075,792000.0
V003076,C007253,Volkswagen,Polo,2022,REG-V-003076,1208000.0
V003077,C004908,Maruti Suzuki,Swift,2023,REG-V-003077,801000.0
V003078,C008259,Hyundai,i20,2018,REG-V-003078,644000.0
V003079,C009212,Volkswagen,Polo,2020,REG-V-003079,709000.0
V003080,C008125,Tata,Altroz,2014,REG-V-003080,583000.0
V003081,C009572,Tata,Altroz,2019,REG-V-003081,1014000.0
V003082,C009323,Kia,Seltos,2020,REG-V-003082,868000.0
V003083,C008365,Tata,Harrier,2023,REG-V-003083,1320000.0
V003084,C002911,Maruti Suzuki,Baleno,2023,REG-V-003084,672000.0
V003085,C001734,Volkswagen,Virtus,2020,REG-V-003085,664000.0
V003086,C007327,Hyundai,i20,2016,REG-V-003086,695000.0
V003087,C008499,Maruti Suzuki,Swift,2021,REG-V-003087,592000.0
V003088,C008281,Volkswagen,Virtus,2018,REG-V-003088,587000.0
V003089,C006480,Maruti Suzuki,Swift,2015,REG-V-003089,339000.0
V003090,C008345,Toyota,Innova,2018,REG-V-003090,1090000.0
V003091,C007121,Mahindra,XUV700,2022,REG-V-003091,1761000.0
V003092,C006703,Tata,Tiago,2020,REG-V-003092,529000.0
V003093,C000482,Maruti Suzuki,Ertiga,2021,REG-V-003093,709000.0
V003094,C004635,Hyundai,i20,2019,REG-V-003094,827000.0
V003095,C000346,Maruti Suzuki,Swift,2013,REG-V-003095,327000.0
V003096,C000926,Mahindra,Bolero,2014,REG-V-003096,406000.0
V003097,C005447,Hyundai,Verna,2018,REG-V-003097,718000.0
V003098,C000494,Honda,Civic,2012,REG-V-003098,379000.0
V003099,C009172,Volkswagen,Taigun,2024,REG-V-003099,887000.0
V003100,C004524,Hyundai,Venue,2014,REG-V-003100,507000.0
V003101,C007042,Kia,Sonet,2017,REG-V-003101,834000.0
V003102,C001467,Toyota,Innova,2017,REG-V-003102,729000.0
V003103,C008523,Honda,City,2015,REG-V-003103,715000.0
V003104,C004820,Hyundai,i10,2022,REG-V-003104,1124000.0
V003105,C005624,Hyundai,i10,2023,REG-V-003105,1147000.0
V003106,C006524,Maruti Suzuki,Brezza,2018,REG-V-003106,540000.0
V003107,C005436,Mahindra,XUV300,2013,REG-V-003107,717000.0
V003108,C005673,Tata,Nexon,2016,REG-V-003108,753000.0
V003109,C007511,Hyundai,Creta,2012,REG-V-003109,525000.0
V003110,C008118,Tata,Harrier,2013,REG-V-003110,417000.0
V003111,C003046,Toyota,Fortuner,2023,REG-V-003111,1263000.0
V003112,C009254,Toyota,Glanza,2012,REG-V-003112,799000.0
V003113,C003539,Volkswagen,Virtus,2017,REG-V-003113,912000.0
V003114,C002724,Volkswagen,Polo,2020,REG-V-003114,772000.0
V003115,C003099,Kia,Carens,2012,REG-V-003115,746000.0
V003116,C003588,Hyundai,Creta,2025,REG-V-003116,1493000.0
V003117,C003151,Toyota,Innova,2019,REG-V-003117,1743000.0
V003118,C008477,Hyundai,Verna,2017,REG-V-003118,530000.0
V003119,C005651,Tata,Harrier,2017,REG-V-003119,504000.0
V003120,C009675,Mahindra,Scorpio,2016,REG-V-003120,927000.0
V003121,C000858,Honda,City,2024,REG-V-003121,1512000.0
V003122,C006186,Mahindra,XUV700,2024,REG-V-003122,2076000.0
V003123,C000965,Volkswagen,Virtus,2022,REG-V-003123,1162000.0
V003124,C004614,Kia,Carens,2023,REG-V-003124,821000.0
V003125,C003833,Mahindra,Bolero,2023,REG-V-003125,795000.0
V003126,C006851,Maruti Suzuki,Baleno,2019,REG-V-003126,352000.0
V003127,C007518,Toyota,Innova,2016,REG-V-003127,1184000.0
V003128,C002404,Kia,Seltos,2022,REG-V-003128,1497000.0
V003129,C001940,Tata,Harrier,2017,REG-V-003129,425000.0
V003130,C004213,Volkswagen,Taigun,2013,REG-V-003130,449000.0
V003131,C002438,Kia,Carens,2024,REG-V-003131,1341000.0
V003132,C006814,Maruti Suzuki,Ertiga,2019,REG-V-003132,606000.0
V003133,C005212,Hyundai,i10,2021,REG-V-003133,686000.0
V003134,C008319,Hyundai,Creta,2021,REG-V-003134,1069000.0
V003135,C009810,Maruti Suzuki,Swift,2024,REG-V-003135,572000.0
V003136,C003791,Mahindra,Scorpio,2014,REG-V-003136,539000.0
V003137,C009163,Volkswagen,Taigun,2017,REG-V-003137,745000.0
V003138,C007845,Mahindra,XUV300,2021,REG-V-003138,1212000.0
V003139,C001483,Volkswagen,Polo,2021,REG-V-003139,699000.0
V003140,C008395,Kia,Carens,2024,REG-V-003140,1714000.0
V003141,C004850,Maruti Suzuki,Ertiga,2023,REG-V-003141,823000.0
V003142,C007140,Toyota,Fortuner,2012,REG-V-003142,958000.0
V003143,C007074,Toyota,Innova,2013,REG-V-003143,1034000.0
V003144,C008916,Mahindra,Bolero,2015,REG-V-003144,472000.0
V003145,C007683,Honda,Amaze,2024,REG-V-003145,1391000.0
V003146,C008296,Volkswagen,Virtus,2018,REG-V-003146,1133000.0
V003147,C003192,Mahindra,XUV300,2019,REG-V-003147,1065000.0
V003148,C009734,Mahindra,Bolero,2018,REG-V-003148,786000.0
V003149,C006663,Kia,Carens,2024,REG-V-003149,1615000.0
V003150,C007805,Tata,Punch,2024,REG-V-003150,1124000.0
V003151,C008628,Kia,Seltos,2018,REG-V-003151,994000.0
V003152,C001240,Maruti Suzuki,Brezza,2015,REG-V-003152,207000.0
V003153,C003354,Maruti Suzuki,Baleno,2016,REG-V-003153,374000.0
V003154,C008395,Toyota,Glanza,2014,REG-V-003154,970000.0
V003155,C009253,Honda,Amaze,2012,REG-V-003155,621000.0
V003156,C007628,Honda,Civic,2013,REG-V-003156,500000.0
V003157,C004858,Tata,Nexon,2014,REG-V-003157,466000.0
V003158,C002529,Hyundai,Venue,2021,REG-V-003158,903000.0
V003159,C005290,Hyundai,i10,2014,REG-V-003159,308000.0
V003160,C003990,Kia,Seltos,2020,REG-V-003160,1143000.0
V003161,C008911,Mahindra,Bolero,2025,REG-V-003161,2552000.0
V003162,C005724,Honda,Civic,2018,REG-V-003162,946000.0
V003163,C003936,Toyota,Fortuner,2023,REG-V-003163,1861000.0
V003164,C005032,Kia,Carens,2012,REG-V-003164,542000.0
V003165,C009371,Kia,Sonet,2017,REG-V-003165,891000.0
V003166,C006179,Maruti Suzuki,Swift,2023,REG-V-003166,853000.0
V003167,C002310,Honda,Amaze,2013,REG-V-003167,615000.0
V003168,C005048,Honda,Amaze,2025,REG-V-003168,900000.0
V003169,C004696,Maruti Suzuki,Swift,2012,REG-V-003169,272000.0
V003170,C003093,Maruti Suzuki,Ertiga,2022,REG-V-003170,434000.0
V003171,C007420,Maruti Suzuki,Ertiga,2025,REG-V-003171,491000.0
V003172,C002689,Hyundai,i20,2020,REG-V-003172,827000.0
V003173,C004966,Honda,City,2023,REG-V-003173,1047000.0
V003174,C004437,Tata,Harrier,2025,REG-V-003174,1549000.0
V003175,C004706,Maruti Suzuki,Dzire,2019,REG-V-003175,522000.0
V003176,C005721,Volkswagen,Virtus,2013,REG-V-003176,520000.0
V003177,C006872,Honda,Civic,2012,REG-V-003177,648000.0
V003178,C001423,Mahindra,XUV300,2019,REG-V-003178,1619000.0
V003179,C002869,Hyundai,Verna,2017,REG-V-003179,804000.0
V003180,C007800,Kia,Sonet,2016,REG-V-003180,772000.0
V003181,C009129,Mahindra,Scorpio,2019,REG-V-003181,1238000.0
V003182,C000462,Kia,Seltos,2014,REG-V-003182,507000.0
V003183,C000759,Hyundai,i20,2013,REG-V-003183,269000.0
V003184,C009373,Honda,Amaze,2025,REG-V-003184,1414000.0
V003185,C001468,Toyota,Glanza,2022,REG-V-003185,1716000.0
V003186,C009791,Hyundai,i20,2025,REG-V-003186,1250000.0
V003187,C008334,Kia,Seltos,2016,REG-V-003187,515000.0
V003188,C001201,Volkswagen,Virtus,2015,REG-V-003188,702000.0
V003189,C001038,Kia,Carens,2014,REG-V-003189,317000.0
V003190,C009770,Mahindra,XUV300,2015,REG-V-003190,614000.0
V003191,C002565,Mahindra,Scorpio,2018,REG-V-003191,1223000.0
V003192,C005423,Maruti Suzuki,Ertiga,2024,REG-V-003192,973000.0
V003193,C002387,Mahindra,XUV300,2014,REG-V-003193,655000.0
V003194,C006044,Hyundai,Venue,2024,REG-V-003194,676000.0
V003195,C008439,Toyota,Innova,2012,REG-V-003195,975000.0
V003196,C006606,Tata,Harrier,2025,REG-V-003196,1114000.0
V003197,C000482,Volkswagen,Virtus,2017,REG-V-003197,971000.0
V003198,C005990,Mahindra,Bolero,2016,REG-V-003198,940000.0
V003199,C006657,Volkswagen,Taigun,2021,REG-V-003199,985000.0
V003200,C002018,Volkswagen,Taigun,2013,REG-V-003200,703000.0
V003201,C007692,Toyota,Glanza,2013,REG-V-003201,494000.0
V003202,C006312,Maruti Suzuki,Baleno,2014,REG-V-003202,311000.0
V003203,C000097,Hyundai,Creta,2022,REG-V-003203,1107000.0
V003204,C009514,Hyundai,Creta,2015,REG-V-003204,618000.0
V003205,C004472,Volkswagen,Virtus,2012,REG-V-003205,711000.0
V003206,C002347,Honda,City,2013,REG-V-003206,355000.0
V003207,C000877,Hyundai,Venue,2015,REG-V-003207,457000.0
V003208,C003752,Toyota,Fortuner,2025,REG-V-003208,3574000.0
V003209,C003059,Volkswagen,Polo,2025,REG-V-003209,1478000.0
V003210,C002966,Hyundai,Verna,2025,REG-V-003210,900000.0
V003211,C007994,Honda,Amaze,2016,REG-V-003211,840000.0
V003212,C006502,Hyundai,Venue,2014,REG-V-003212,423000.0
V003213,C001338,Honda,City,2022,REG-V-003213,1008000.0
V003214,C007128,Toyota,Fortuner,2019,REG-V-003214,866000.0
V003215,C007292,Toyota,Innova,2014,REG-V-003215,1180000.0
V003216,C005175,Maruti Suzuki,Brezza,2022,REG-V-003216,450000.0
V003217,C009961,Maruti Suzuki,Baleno,2017,REG-V-003217,282000.0
V003218,C002827,Honda,City,2023,REG-V-003218,1055000.0
V003219,C000608,Kia,Carens,2023,REG-V-003219,1744000.0
V003220,C000305,Mahindra,XUV300,2022,REG-V-003220,753000.0
V003221,C003189,Kia,Seltos,2012,REG-V-003221,357000.0
V003222,C005026,Honda,Amaze,2017,REG-V-003222,948000.0
V003223,C000793,Hyundai,Creta,2023,REG-V-003223,780000.0
V003224,C005708,Mahindra,XUV300,2012,REG-V-003224,380000.0
V003225,C009062,Maruti Suzuki,Swift,2019,REG-V-003225,662000.0
V003226,C008031,Tata,Nexon,2020,REG-V-003226,501000.0
V003227,C006768,Honda,City,2013,REG-V-003227,375000.0
V003228,C006664,Volkswagen,Taigun,2015,REG-V-003228,754000.0
V003229,C007360,Kia,Sonet,2023,REG-V-003229,1473000.0
V003230,C004985,Hyundai,Venue,2017,REG-V-003230,618000.0
V003231,C004035,Kia,Seltos,2014,REG-V-003231,586000.0
V003232,C003051,Volkswagen,Virtus,2012,REG-V-003232,550000.0
V003233,C001008,Maruti Suzuki,Baleno,2023,REG-V-003233,487000.0
V003234,C005661,Volkswagen,Polo,2016,REG-V-003234,818000.0
V003235,C004764,Mahindra,XUV700,2016,REG-V-003235,1064000.0
V003236,C001186,Tata,Nexon,2021,REG-V-003236,748000.0
V003237,C002689,Toyota,Fortuner,2025,REG-V-003237,3316000.0
V003238,C007943,Toyota,Glanza,2021,REG-V-003238,1987000.0
V003239,C002572,Tata,Tiago,2024,REG-V-003239,1008000.0
V003240,C004283,Tata,Punch,2021,REG-V-003240,786000.0
V003241,C001609,Toyota,Fortuner,2013,REG-V-003241,975000.0
V003242,C001697,Hyundai,i10,2020,REG-V-003242,985000.0
V003243,C007630,Maruti Suzuki,Swift,2025,REG-V-003243,521000.0
V003244,C000692,Volkswagen,Polo,2022,REG-V-003244,1253000.0
V003245,C002841,Kia,Sonet,2018,REG-V-003245,836000.0
V003246,C009808,Volkswagen,Polo,2012,REG-V-003246,534000.0
V003247,C004795,Volkswagen,Virtus,2025,REG-V-003247,1257000.0
V003248,C006104,Mahindra,Bolero,2013,REG-V-003248,547000.0
V003249,C006458,Volkswagen,Virtus,2019,REG-V-003249,1179000.0
V003250,C001973,Toyota,Innova,2015,REG-V-003250,1059000.0
V003251,C003703,Tata,Tiago,2021,REG-V-003251,814000.0
V003252,C004024,Tata,Tiago,2025,REG-V-003252,731000.0
V003253,C002326,Maruti Suzuki,Dzire,2020,REG-V-003253,354000.0
V003254,C002362,Tata,Punch,2022,REG-V-003254,654000.0
V003255,C006123,Mahindra,XUV300,2014,REG-V-003255,411000.0
V003256,C001087,Honda,City,2015,REG-V-003256,684000.0
V003257,C001292,Honda,Amaze,2023,REG-V-003257,959000.0
V003258,C005774,Tata,Nexon,2020,REG-V-003258,608000.0
V003259,C004513,Maruti Suzuki,Brezza,2013,REG-V-003259,208000.0
V003260,C006163,Maruti Suzuki,Brezza,2018,REG-V-003260,350000.0
V003261,C000286,Hyundai,Verna,2019,REG-V-003261,763000.0
V003262,C007097,Volkswagen,Taigun,2023,REG-V-003262,1554000.0
V003263,C008547,Maruti Suzuki,Swift,2018,REG-V-003263,491000.0
V003264,C005278,Maruti Suzuki,Baleno,2025,REG-V-003264,944000.0
V003265,C008446,Mahindra,Bolero,2021,REG-V-003265,1727000.0
V003266,C004013,Maruti Suzuki,Baleno,2021,REG-V-003266,769000.0
V003267,C000798,Toyota,Glanza,2014,REG-V-003267,974000.0
V003268,C003784,Maruti Suzuki,Ertiga,2017,REG-V-003268,380000.0
V003269,C004478,Mahindra,Bolero,2015,REG-V-003269,926000.0
V003270,C008692,Volkswagen,Polo,2012,REG-V-003270,377000.0
V003271,C003334,Volkswagen,Virtus,2014,REG-V-003271,581000.0
V003272,C003137,Mahindra,XUV300,2019,REG-V-003272,1056000.0
V003273,C008940,Mahindra,XUV300,2018,REG-V-003273,1137000.0
V003274,C002527,Maruti Suzuki,Ertiga,2023,REG-V-003274,554000.0
V003275,C006471,Maruti Suzuki,Baleno,2013,REG-V-003275,212000.0
V003276,C003251,Mahindra,Bolero,2018,REG-V-003276,1486000.0
V003277,C009524,Maruti Suzuki,Swift,2023,REG-V-003277,513000.0
V003278,C001903,Volkswagen,Polo,2018,REG-V-003278,593000.0
V003279,C007298,Maruti Suzuki,Ertiga,2018,REG-V-003279,382000.0
V003280,C005540,Volkswagen,Polo,2024,REG-V-003280,1581000.0
V003281,C009788,Volkswagen,Taigun,2013,REG-V-003281,601000.0
V003282,C009947,Mahindra,XUV300,2025,REG-V-003282,2157000.0
V003283,C008000,Hyundai,i10,2021,REG-V-003283,618000.0
V003284,C001045,Tata,Tiago,2020,REG-V-003284,605000.0
V003285,C004730,Hyundai,Venue,2016,REG-V-003285,571000.0
V003286,C008589,Kia,Carens,2025,REG-V-003286,1286000.0
V003287,C006434,Hyundai,Creta,2016,REG-V-003287,710000.0
V003288,C008845,Hyundai,Creta,2018,REG-V-003288,856000.0
V003289,C008059,Maruti Suzuki,Baleno,2016,REG-V-003289,433000.0
V003290,C003110,Tata,Nexon,2020,REG-V-003290,824000.0
V003291,C001961,Mahindra,Scorpio,2021,REG-V-003291,1802000.0
V003292,C003206,Honda,City,2014,REG-V-003292,333000.0
V003293,C007000,Maruti Suzuki,Swift,2024,REG-V-003293,882000.0
V003294,C004847,Honda,City,2021,REG-V-003294,1371000.0
V003295,C000456,Kia,Sonet,2021,REG-V-003295,1201000.0
V003296,C007488,Toyota,Glanza,2024,REG-V-003296,1102000.0
V003297,C000462,Tata,Harrier,2015,REG-V-003297,689000.0
V003298,C004112,Honda,Amaze,2014,REG-V-003298,324000.0
V003299,C004660,Maruti Suzuki,Ertiga,2015,REG-V-003299,273000.0
V003300,C005076,Mahindra,Bolero,2019,REG-V-003300,1251000.0
V003301,C001394,Tata,Punch,2017,REG-V-003301,389000.0
V003302,C007542,Honda,Amaze,2022,REG-V-003302,1006000.0
V003303,C008543,Mahindra,Bolero,2019,REG-V-003303,743000.0
V003304,C007019,Honda,Amaze,2021,REG-V-003304,955000.0
V003305,C009522,Hyundai,i20,2024,REG-V-003305,1339000.0
V003306,C002586,Volkswagen,Virtus,2022,REG-V-003306,1241000.0
V003307,C001600,Tata,Altroz,2017,REG-V-003307,462000.0
V003308,C000699,Tata,Harrier,2020,REG-V-003308,997000.0
V003309,C007269,Toyota,Fortuner,2018,REG-V-003309,1238000.0
V003310,C001617,Volkswagen,Virtus,2017,REG-V-003310,712000.0
V003311,C009409,Kia,Carens,2014,REG-V-003311,476000.0
V003312,C006023,Maruti Suzuki,Swift,2022,REG-V-003312,650000.0
V003313,C008098,Mahindra,Scorpio,2019,REG-V-003313,1606000.0
V003314,C004378,Mahindra,Scorpio,2019,REG-V-003314,1417000.0
V003315,C007406,Volkswagen,Polo,2024,REG-V-003315,1112000.0
V003316,C004453,Honda,Amaze,2025,REG-V-003316,1057000.0
V003317,C005425,Mahindra,XUV300,2013,REG-V-003317,646000.0
V003318,C007804,Honda,Civic,2019,REG-V-003318,702000.0
V003319,C002405,Mahindra,XUV700,2018,REG-V-003319,1297000.0
V003320,C008900,Honda,City,2021,REG-V-003320,1376000.0
V003321,C007214,Honda,City,2021,REG-V-003321,794000.0
V003322,C007528,Kia,Sonet,2019,REG-V-003322,711000.0
V003323,C002405,Hyundai,i10,2022,REG-V-003323,876000.0
V003324,C000910,Toyota,Glanza,2016,REG-V-003324,1065000.0
V003325,C000753,Hyundai,i20,2024,REG-V-003325,1080000.0
V003326,C006513,Mahindra,Scorpio,2013,REG-V-003326,383000.0
V003327,C001491,Toyota,Innova,2018,REG-V-003327,996000.0
V003328,C009992,Honda,City,2013,REG-V-003328,349000.0
V003329,C009611,Toyota,Innova,2021,REG-V-003329,2149000.0
V003330,C000307,Mahindra,Bolero,2015,REG-V-003330,686000.0
V003331,C007306,Maruti Suzuki,Ertiga,2018,REG-V-003331,609000.0
V003332,C002620,Tata,Punch,2021,REG-V-003332,938000.0
V003333,C003401,Volkswagen,Virtus,2015,REG-V-003333,494000.0
V003334,C002425,Honda,City,2013,REG-V-003334,608000.0
V003335,C008352,Kia,Carens,2012,REG-V-003335,499000.0
V003336,C008989,Volkswagen,Polo,2025,REG-V-003336,1647000.0
V003337,C000420,Maruti Suzuki,Dzire,2015,REG-V-003337,427000.0
V003338,C002703,Volkswagen,Taigun,2019,REG-V-003338,1129000.0
V003339,C004501,Mahindra,XUV300,2025,REG-V-003339,1610000.0
V003340,C005257,Toyota,Fortuner,2013,REG-V-003340,1328000.0
V003341,C000888,Hyundai,i20,2023,REG-V-003341,866000.0
V003342,C008347,Hyundai,Venue,2017,REG-V-003342,475000.0
V003343,C009375,Mahindra,XUV700,2015,REG-V-003343,741000.0
V003344,C004046,Volkswagen,Virtus,2025,REG-V-003344,1846000.0
V003345,C008615,Honda,Amaze,2015,REG-V-003345,456000.0
V003346,C006812,Honda,Amaze,2025,REG-V-003346,1422000.0
V003347,C005961,Tata,Tiago,2024,REG-V-003347,773000.0
V003348,C008240,Volkswagen,Virtus,2024,REG-V-003348,1650000.0
V003349,C004769,Toyota,Fortuner,2014,REG-V-003349,957000.0
V003350,C005516,Volkswagen,Virtus,2017,REG-V-003350,551000.0
V003351,C002746,Mahindra,Bolero,2015,REG-V-003351,511000.0
V003352,C007171,Kia,Sonet,2017,REG-V-003352,491000.0
V003353,C001586,Volkswagen,Virtus,2021,REG-V-003353,1390000.0
V003354,C002450,Toyota,Innova,2012,REG-V-003354,529000.0
V003355,C004835,Kia,Seltos,2014,REG-V-003355,548000.0
V003356,C003860,Volkswagen,Taigun,2015,REG-V-003356,365000.0
V003357,C002418,Kia,Seltos,2025,REG-V-003357,1441000.0
V003358,C001926,Mahindra,Bolero,2022,REG-V-003358,1095000.0
V003359,C008641,Hyundai,Venue,2018,REG-V-003359,499000.0
V003360,C005955,Toyota,Innova,2016,REG-V-003360,706000.0
V003361,C003782,Kia,Carens,2023,REG-V-003361,1234000.0
V003362,C008502,Toyota,Glanza,2019,REG-V-003362,1009000.0
V003363,C008298,Toyota,Glanza,2014,REG-V-003363,586000.0
V003364,C001108,Kia,Sonet,2024,REG-V-003364,1257000.0
V003365,C005724,Honda,Amaze,2016,REG-V-003365,762000.0
V003366,C003042,Toyota,Glanza,2014,REG-V-003366,661000.0
V003367,C005445,Toyota,Glanza,2021,REG-V-003367,2395000.0
V003368,C007231,Volkswagen,Virtus,2014,REG-V-003368,565000.0
V003369,C000086,Hyundai,Venue,2018,REG-V-003369,430000.0
V003370,C005169,Maruti Suzuki,Baleno,2023,REG-V-003370,463000.0
V003371,C002904,Kia,Seltos,2024,REG-V-003371,1466000.0
V003372,C005381,Hyundai,i10,2022,REG-V-003372,732000.0
V003373,C001098,Maruti Suzuki,Ertiga,2013,REG-V-003373,250000.0
V003374,C008224,Hyundai,i10,2015,REG-V-003374,438000.0
V003375,C005472,Hyundai,i10,2023,REG-V-003375,739000.0
V003376,C002119,Mahindra,Bolero,2025,REG-V-003376,2074000.0
V003377,C007767,Kia,Sonet,2013,REG-V-003377,662000.0
V003378,C000389,Volkswagen,Virtus,2022,REG-V-003378,890000.0
V003379,C005968,Maruti Suzuki,Swift,2014,REG-V-003379,318000.0
V003380,C005066,Kia,Sonet,2023,REG-V-003380,1583000.0
V003381,C000409,Kia,Carens,2023,REG-V-003381,1132000.0
V003382,C002515,Honda,Amaze,2015,REG-V-003382,397000.0
V003383,C000784,Volkswagen,Virtus,2023,REG-V-003383,866000.0
V003384,C007381,Honda,Civic,2020,REG-V-003384,846000.0
V003385,C007109,Toyota,Fortuner,2013,REG-V-003385,703000.0
V003386,C000904,Toyota,Glanza,2021,REG-V-003386,1831000.0
V003387,C001093,Tata,Harrier,2023,REG-V-003387,525000.0
V003388,C008860,Honda,Amaze,2022,REG-V-003388,1456000.0
V003389,C002017,Kia,Seltos,2012,REG-V-003389,700000.0
V003390,C003025,Tata,Altroz,2021,REG-V-003390,707000.0
V003391,C006881,Mahindra,Bolero,2013,REG-V-003391,461000.0
V003392,C000630,Volkswagen,Polo,2021,REG-V-003392,1359000.0
V003393,C009489,Honda,City,2021,REG-V-003393,1348000.0
V003394,C000247,Volkswagen,Taigun,2022,REG-V-003394,1185000.0
V003395,C008538,Hyundai,Verna,2024,REG-V-003395,746000.0
V003396,C003614,Mahindra,Bolero,2016,REG-V-003396,491000.0
V003397,C001491,Honda,Amaze,2019,REG-V-003397,1098000.0
V003398,C003784,Mahindra,Scorpio,2017,REG-V-003398,1046000.0
V003399,C009732,Kia,Sonet,2025,REG-V-003399,1703000.0
V003400,C005335,Honda,City,2014,REG-V-003400,341000.0
V003401,C000616,Honda,Amaze,2020,REG-V-003401,1242000.0
V003402,C009433,Volkswagen,Virtus,2020,REG-V-003402,1068000.0
V003403,C001427,Volkswagen,Virtus,2016,REG-V-003403,561000.0
V003404,C000566,Honda,Civic,2012,REG-V-003404,322000.0
V003405,C000469,Hyundai,i10,2023,REG-V-003405,1103000.0
V003406,C008313,Mahindra,XUV700,2023,REG-V-003406,1714000.0
V003407,C001520,Volkswagen,Taigun,2012,REG-V-003407,368000.0
V003408,C001787,Kia,Carens,2014,REG-V-003408,568000.0
V003409,C009458,Mahindra,XUV700,2014,REG-V-003409,868000.0
V003410,C006160,Mahindra,Scorpio,2023,REG-V-003410,1264000.0
V003411,C002844,Kia,Seltos,2018,REG-V-003411,1168000.0
V003412,C005908,Volkswagen,Polo,2016,REG-V-003412,888000.0
V003413,C002449,Kia,Carens,2013,REG-V-003413,480000.0
V003414,C004985,Tata,Punch,2025,REG-V-003414,1408000.0
V003415,C003333,Kia,Sonet,2022,REG-V-003415,1579000.0
V003416,C006270,Volkswagen,Polo,2013,REG-V-003416,524000.0
V003417,C007654,Tata,Tiago,2012,REG-V-003417,240000.0
V003418,C003484,Maruti Suzuki,Swift,2024,REG-V-003418,860000.0
V003419,C001431,Tata,Nexon,2016,REG-V-003419,720000.0
V003420,C003562,Hyundai,Creta,2014,REG-V-003420,290000.0
V003421,C007647,Kia,Carens,2014,REG-V-003421,499000.0
V003422,C007941,Kia,Carens,2020,REG-V-003422,978000.0
V003423,C007930,Toyota,Innova,2022,REG-V-003423,2043000.0
V003424,C009750,Volkswagen,Polo,2020,REG-V-003424,931000.0
V003425,C008297,Honda,Amaze,2014,REG-V-003425,465000.0
V003426,C009684,Tata,Altroz,2020,REG-V-003426,1055000.0
V003427,C006311,Honda,Civic,2023,REG-V-003427,1198000.0
V003428,C002311,Maruti Suzuki,Brezza,2017,REG-V-003428,436000.0
V003429,C006127,Kia,Carens,2019,REG-V-003429,818000.0
V003430,C001989,Kia,Sonet,2022,REG-V-003430,805000.0
V003431,C000870,Tata,Nexon,2014,REG-V-003431,378000.0
V003432,C003001,Hyundai,i10,2019,REG-V-003432,651000.0
V003433,C003637,Mahindra,Bolero,2017,REG-V-003433,955000.0
V003434,C007137,Maruti Suzuki,Ertiga,2015,REG-V-003434,284000.0
V003435,C003640,Hyundai,Venue,2019,REG-V-003435,645000.0
V003436,C000032,Hyundai,Venue,2022,REG-V-003436,741000.0
V003437,C009206,Volkswagen,Taigun,2025,REG-V-003437,1706000.0
V003438,C005940,Hyundai,i10,2014,REG-V-003438,545000.0
V003439,C002115,Toyota,Innova,2014,REG-V-003439,628000.0
V003440,C002541,Volkswagen,Virtus,2021,REG-V-003440,918000.0
V003441,C001241,Mahindra,XUV700,2014,REG-V-003441,413000.0
V003442,C009117,Maruti Suzuki,Brezza,2017,REG-V-003442,428000.0
V003443,C002319,Tata,Harrier,2025,REG-V-003443,676000.0
V003444,C009427,Mahindra,XUV300,2021,REG-V-003444,1734000.0
V003445,C002656,Hyundai,Creta,2017,REG-V-003445,467000.0
V003446,C008057,Kia,Sonet,2018,REG-V-003446,1091000.0
V003447,C000105,Hyundai,Verna,2012,REG-V-003447,361000.0
V003448,C004866,Toyota,Innova,2019,REG-V-003448,1569000.0
V003449,C003702,Kia,Carens,2015,REG-V-003449,415000.0
V003450,C003333,Kia,Seltos,2017,REG-V-003450,840000.0
V003451,C009928,Toyota,Glanza,2024,REG-V-003451,2990000.0
V003452,C007263,Hyundai,i20,2020,REG-V-003452,510000.0
V003453,C002573,Mahindra,XUV700,2014,REG-V-003453,817000.0
V003454,C007594,Mahindra,XUV700,2016,REG-V-003454,543000.0
V003455,C001296,Toyota,Innova,2014,REG-V-003455,995000.0
V003456,C009293,Honda,City,2014,REG-V-003456,592000.0
V003457,C004291,Toyota,Innova,2019,REG-V-003457,2216000.0
V003458,C001915,Kia,Seltos,2014,REG-V-003458,733000.0
V003459,C002728,Hyundai,Verna,2020,REG-V-003459,678000.0
V003460,C001544,Volkswagen,Virtus,2024,REG-V-003460,1310000.0
V003461,C009343,Tata,Nexon,2017,REG-V-003461,878000.0
V003462,C003043,Volkswagen,Polo,2013,REG-V-003462,507000.0
V003463,C001422,Mahindra,XUV300,2014,REG-V-003463,646000.0
V003464,C008176,Toyota,Innova,2014,REG-V-003464,802000.0
V003465,C002150,Kia,Sonet,2020,REG-V-003465,995000.0
V003466,C000944,Mahindra,Bolero,2020,REG-V-003466,732000.0
V003467,C006732,Kia,Carens,2017,REG-V-003467,876000.0
V003468,C000070,Maruti Suzuki,Ertiga,2023,REG-V-003468,802000.0
V003469,C008364,Hyundai,i20,2016,REG-V-003469,347000.0
V003470,C005667,Kia,Seltos,2012,REG-V-003470,689000.0
V003471,C002489,Volkswagen,Polo,2019,REG-V-003471,1245000.0
V003472,C004774,Honda,Civic,2014,REG-V-003472,588000.0
