claim_id,policy_id,customer_id,vehicle_id,repair_shop_id,incident_date,claim_date,claim_type,claim_amount,description,previous_claim_count,days_since_previous_claim,customer_claim_frequency,customer_avg_claim_amount_prior,repair_shop_claim_count_prior,policy_age_days,claim_amount_vs_vehicle_value,claim_amount_vs_customer_average,investigation_probability_synthetic,investigation_label,repair_shop_investigation_rate_prior,investigation_status,status
CL023336,P006113,C003909,V013560,RS00201,2024-10-13,2024-10-19,THEFT,646800.0,Theft claim reported for V013560.,1,54.0,1.0,1121000.0,17,221,0.2979272224781207,0.5769848349687778,0.010685443669177093,0,0.35294117647058826,NOT_FLAGGED,CLOSED
CL010845,P005418,C003036,V002189,RS00268,2024-10-12,2024-10-19,ACCIDENT,82500.0,Accident claim reported for V002189.,3,223.0,2.0,695166.6666666666,18,9,0.1663306451612903,0.118676576360585,0.14792492547012118,0,0.1111111111111111,NOT_FLAGGED,CLOSED
CL023928,P003873,C007989,V014886,RS00393,2024-10-16,2024-10-19,ACCIDENT,147600.0,Accident claim reported for V014886.,0,-1.0,0.0,147600.0,25,343,0.26263345195729537,1.0,0.00839432258431302,0,0.04,NOT_FLAGGED,CLOSED
CL026417,P010482,C004680,V005935,RS00231,2024-10-16,2024-10-19,NATURAL_DISASTER,645900.0,Natural_Disaster claim reported for V005935.,1,204.0,1.0,218100.0,11,340,0.5947513812154697,2.9614855570839063,0.01598601329842104,0,0.2727272727272727,NOT_FLAGGED,CLOSED
CL029610,P000555,C001873,V008604,RS00443,2024-10-14,2024-10-19,VANDALISM,119200.0,Vandalism claim reported for V008604.,7,24.0,7.0,73428.57142857143,19,331,0.3112271540469974,1.6233463035019453,0.488033989225611,1,0.05263157894736842,INVESTIGATED,UNDER_REVIEW
CL009649,P006052,C003063,V006552,RS00420,2024-10-16,2024-10-19,THEFT,237700.0,Theft claim reported for V006552.,0,-1.0,0.0,237700.0,26,71,0.26858757062146893,1.0,0.014197682797471082,0,0.11538461538461539,NOT_FLAGGED,CLOSED
CL005691,P011617,C000666,V013536,RS00185,2024-10-16,2024-10-19,ACCIDENT,70200.0,Accident claim reported for V013536.,9,51.0,9.0,240311.11111111112,24,361,0.089769820971867,0.2921213242093582,0.08437595868315025,0,0.08333333333333333,NOT_FLAGGED,CLOSED
CL014484,P001837,C000919,V010448,RS00072,2024-10-16,2024-10-19,ACCIDENT,125400.0,Accident claim reported for V010448.,6,34.0,6.0,471016.6666666667,21,278,0.11763602251407129,0.26623261738791976,0.034733619279171554,0,0.047619047619047616,NOT_FLAGGED,CLOSED
CL020334,P007184,C001607,V003588,RS00054,2024-10-16,2024-10-19,ACCIDENT,66600.0,Accident claim reported for V003588.,1,16.0,1.0,22200.0,33,31,0.2571428571428571,3.0,0.022337980250910987,0,0.12121212121212122,NOT_FLAGGED,CLOSED
CL009362,P011914,C001977,V005342,RS00188,2024-10-19,2024-10-19,ACCIDENT,149200.0,Accident claim reported for V005342.,10,2.0,10.0,234980.0,6,255,0.18982188295165395,0.6349476551195846,0.17981881929369978,1,0.0,INVESTIGATED,UNDER_REVIEW
CL007476,P002993,C002224,V014356,RS00417,2024-10-20,2024-10-20,NATURAL_DISASTER,184700.0,Natural_Disaster claim reported for V014356.,5,6.0,5.0,186700.0,25,196,0.4068281938325991,0.9892876272094269,0.2708751129635945,1,0.08333333333333333,INVESTIGATED,UNDER_REVIEW
CL002708,P004431,C001397,V007635,RS00387,2024-10-20,2024-10-20,ACCIDENT,132600.0,Accident claim reported for V007635.,2,0.0,2.0,188850.0,11,43,0.21182108626198082,0.7021445591739476,0.02479382175905784,0,0.0,NOT_FLAGGED,CLOSED
CL002831,P001182,C007427,V012964,RS00300,2024-10-17,2024-10-20,NATURAL_DISASTER,342400.0,Natural_Disaster claim reported for V012964.,1,28.0,1.0,537800.0,32,118,0.19883855981416956,0.6366679062848642,0.02990617875247733,0,0.15625,NOT_FLAGGED,CLOSED
CL028658,P011473,C007247,V009123,RS00417,2024-10-13,2024-10-20,ACCIDENT,688000.0,Accident claim reported for V009123.,2,53.0,2.0,257200.0,24,78,0.57190357439734,2.6749611197511665,0.013842917269552314,0,0.12,NOT_FLAGGED,CLOSED
CL028371,P002737,C006862,V010371,RS00185,2024-10-13,2024-10-20,VANDALISM,40200.0,Vandalism claim reported for V010371.,2,18.0,2.0,101500.0,25,49,0.13910034602076124,0.3960591133004926,0.009018538037348926,0,0.08,NOT_FLAGGED,CLOSED
CL022873,P001905,C006206,V002620,RS00201,2024-10-19,2024-10-20,ACCIDENT,70000.0,Accident claim reported for V002620.,4,17.0,4.0,316650.0,18,59,0.09873060648801128,0.22106426654034422,0.26730126744065835,0,0.3333333333333333,NOT_FLAGGED,CLOSED
CL013100,P001629,C000411,V000171,RS00070,2024-10-17,2024-10-20,ACCIDENT,487300.0,Accident claim reported for V000171.,2,21.0,2.0,495800.0,7,63,0.5640046296296296,0.9828559903186769,0.08431926464487646,0,0.0,NOT_FLAGGED,CLOSED
CL022961,P003501,C009260,V011858,RS00487,2024-10-15,2024-10-20,ACCIDENT,166000.0,Accident claim reported for V011858.,4,27.0,4.0,74875.0,6,133,0.4811594202898551,2.2170283806343907,0.34057616894914805,0,0.16666666666666666,NOT_FLAGGED,CLOSED
CL015115,P003843,C007661,V001927,RS00352,2024-10-13,2024-10-20,ACCIDENT,477800.0,Accident claim reported for V001927.,2,85.0,2.0,1071300.0,24,219,0.2461617722823287,0.4460001866890694,0.016586911022143592,0,0.08333333333333333,NOT_FLAGGED,CLOSED
CL015413,P005894,C002544,V008242,RS00291,2024-10-13,2024-10-20,NATURAL_DISASTER,483800.0,Natural_Disaster claim reported for V008242.,3,27.0,3.0,504733.3333333333,17,68,0.5387527839643652,0.9585259542993,0.10460288638988792,0,0.0,NOT_FLAGGED,CLOSED
CL028773,P000303,C009737,V010950,RS00109,2024-10-13,2024-10-20,NATURAL_DISASTER,173800.0,Natural_Disaster claim reported for V010950.,2,153.0,2.0,228950.0,9,302,0.3148550724637681,0.7591177112906748,0.007575546319155883,0,0.2222222222222222,NOT_FLAGGED,CLOSED
CL017757,P000980,C007380,V005788,RS00223,2024-10-20,2024-10-20,ACCIDENT,388500.0,Accident claim reported for V005788.,4,117.0,4.0,663600.0,21,10,0.477859778597786,0.5854430379746836,0.18843192473414397,0,0.047619047619047616,NOT_FLAGGED,CLOSED
CL005351,P003597,C007222,V010598,RS00411,2024-10-18,2024-10-20,ACCIDENT,529200.0,Accident claim reported for V010598.,3,13.0,3.0,247366.66666666666,28,114,0.41636506687647523,2.139334321520011,0.30244407958626635,0,0.07142857142857142,NOT_FLAGGED,CLOSED
CL013622,P005093,C007051,V005679,RS00453,2024-10-14,2024-10-20,THEFT,873600.0,Theft claim reported for V005679.,2,87.0,2.0,353400.0,6,340,0.9373390557939915,2.4719864176570456,0.03249740230386801,0,0.0,NOT_FLAGGED,CLOSED
CL001984,P008046,C005961,V000238,RS00119,2024-10-17,2024-10-20,ACCIDENT,631200.0,Accident claim reported for V000238.,10,5.0,10.0,279150.0,14,3,0.5575971731448763,2.2611499193981732,0.8875869554989871,0,0.07142857142857142,NOT_FLAGGED,CLOSED
CL023772,P007733,C007938,V004512,RS00409,2024-10-16,2024-10-20,ACCIDENT,275400.0,Accident claim reported for V004512.,1,50.0,1.0,157300.0,19,59,0.25081967213114753,1.750794659885569,0.019579212819627052,0,0.15789473684210525,NOT_FLAGGED,CLOSED
CL029596,P005739,C003523,V000345,RS00118,2024-10-20,2024-10-20,ACCIDENT,306000.0,Accident claim reported for V000345.,5,43.0,5.0,107200.0,1,327,0.34498308906426156,2.8544776119402986,0.05284040746789155,0,0.0,NOT_FLAGGED,CLOSED
CL023692,P004431,C001397,V007635,RS00332,2024-10-13,2024-10-20,ACCIDENT,167300.0,Accident claim reported for V007635.,1,21.0,1.0,210400.0,16,43,0.26725239616613417,0.7951520912547528,0.018029202988120042,0,0.0625,NOT_FLAGGED,CLOSED
CL005964,P006938,C005797,V013648,RS00287,2024-10-17,2024-10-20,ACCIDENT,105600.0,Accident claim reported for V013648.,6,113.0,6.0,355366.6666666667,46,344,0.08135593220338982,0.2971578651158428,0.17032866255267182,0,0.2391304347826087,NOT_FLAGGED,CLOSED
CL027198,P005314,C004391,V002515,RS00434,2024-10-14,2024-10-20,ACCIDENT,86700.0,Accident claim reported for V002515.,0,-1.0,0.0,86700.0,8,215,0.1683495145631068,1.0,0.005807865633513078,0,0.125,NOT_FLAGGED,CLOSED
CL007601,P006213,C009776,V005199,RS00164,2024-10-20,2024-10-20,ACCIDENT,619900.0,Accident claim reported for V005199.,5,55.0,5.0,558700.0,153,211,0.302685546875,1.1095400035797387,0.1846939534770433,0,0.23529411764705882,NOT_FLAGGED,CLOSED
CL007946,P002074,C001415,V012532,RS00481,2024-10-14,2024-10-20,ACCIDENT,57600.0,Accident claim reported for V012532.,2,199.0,2.0,262850.0,28,314,0.19726027397260273,0.2191363895758037,0.006990586931341478,0,0.10714285714285714,NOT_FLAGGED,CLOSED
CL012504,P003328,C000671,V002949,RS00129,2024-10-18,2024-10-20,ACCIDENT,240600.0,Accident claim reported for V002949.,0,-1.0,0.0,240600.0,22,116,0.38932038834951455,1.0,0.010408507546378985,0,0.13636363636363635,NOT_FLAGGED,CLOSED
CL010586,P011665,C006284,V004261,RS00052,2024-10-16,2024-10-20,ACCIDENT,31400.0,Accident claim reported for V004261.,2,20.0,2.0,48500.0,36,73,0.06254980079681274,0.6474226804123712,0.20764821005494885,0,0.2777777777777778,NOT_FLAGGED,CLOSED
CL013052,P003060,C006827,V000475,RS00266,2024-10-13,2024-10-20,ACCIDENT,357900.0,Accident claim reported for V000475.,2,7.0,2.0,349550.0,10,106,0.2697061039939714,1.0238878558146187,0.014959915333816513,0,0.0,NOT_FLAGGED,CLOSED
CL024035,P005054,C001738,V012471,RS00296,2024-10-16,2024-10-21,ACCIDENT,161100.0,Accident claim reported for V012471.,0,-1.0,0.0,161100.0,6,155,0.15671206225680934,1.0,0.00796823563244401,0,0.0,NOT_FLAGGED,CLOSED
CL016923,P010649,C006807,V012915,RS00145,2024-10-15,2024-10-21,THEFT,145900.0,Theft claim reported for V012915.,6,2.0,6.0,224166.66666666666,4,338,0.2120639534883721,0.6508550185873606,0.3392659445264468,1,0.25,FLAGGED,UNDER_REVIEW
CL011388,P001044,C009014,V012685,RS00372,2024-10-18,2024-10-21,ACCIDENT,99200.0,Accident claim reported for V012685.,1,44.0,1.0,413200.0,4,73,0.07829518547750591,0.24007744433688286,0.00636276327352954,0,0.0,NOT_FLAGGED,CLOSED
CL012560,P006463,C009099,V001393,RS00120,2024-10-14,2024-10-21,FIRE,66600.0,Fire claim reported for V001393.,5,27.0,5.0,313760.0,23,285,0.08763157894736842,0.21226415094339623,0.34130787364796067,0,0.08695652173913043,NOT_FLAGGED,CLOSED
CL003696,P001911,C003336,V002617,RS00164,2024-10-14,2024-10-21,NATURAL_DISASTER,257000.0,Natural_Disaster claim reported for V002617.,2,46.0,2.0,530550.0,155,222,0.19107806691449813,0.4844029780416549,0.12154507282251287,1,0.23376623376623376,FLAGGED,UNDER_REVIEW
CL027580,P010525,C007495,V007813,RS00476,2024-10-20,2024-10-21,ACCIDENT,31500.0,Accident claim reported for V007813.,1,26.0,1.0,75500.0,24,166,0.06494845360824743,0.41721854304635764,0.05218658895999838,0,0.08333333333333333,NOT_FLAGGED,CLOSED
CL028576,P009667,C001864,V007186,RS00398,2024-10-21,2024-10-21,NATURAL_DISASTER,58900.0,Natural_Disaster claim reported for V007186.,0,-1.0,0.0,58900.0,16,44,0.08260869565217391,1.0,0.007780222435592914,0,0.1875,NOT_FLAGGED,CLOSED
CL012744,P010785,C005957,V001773,RS00462,2024-10-17,2024-10-21,NATURAL_DISASTER,258400.0,Natural_Disaster claim reported for V001773.,0,-1.0,0.0,258400.0,21,51,0.412779552715655,1.0,0.016400839450672586,0,0.047619047619047616,NOT_FLAGGED,CLOSED
CL028585,P002146,C006890,V000112,RS00278,2024-10-14,2024-10-21,ACCIDENT,85800.0,Accident claim reported for V000112.,2,68.0,2.0,95900.0,14,53,0.12170212765957447,0.894681960375391,0.018660000722588905,0,0.07142857142857142,NOT_FLAGGED,CLOSED
CL019446,P006969,C004024,V007572,RS00351,2024-10-19,2024-10-21,ACCIDENT,423000.0,Accident claim reported for V007572.,6,33.0,6.0,447100.0,24,175,0.6,0.94609707000671,0.2546772563165874,1,0.08333333333333333,INVESTIGATED,UNDER_REVIEW
CL014604,P004958,C000717,V002200,RS00450,2024-10-17,2024-10-21,ACCIDENT,14400.0,Accident claim reported for V002200.,2,77.0,2.0,58650.0,5,53,0.044171779141104296,0.24552429667519182,0.008584080812242705,0,0.0,NOT_FLAGGED,CLOSED
CL026537,P011214,C000720,V007719,RS00273,2024-10-20,2024-10-21,ACCIDENT,493300.0,Accident claim reported for V007719.,3,53.0,3.0,131666.66666666666,50,204,0.4614593077642657,3.746582278481013,0.33591249528540157,0,0.16326530612244897,NOT_FLAGGED,CLOSED
CL006556,P008458,C002670,V001341,RS00490,2024-10-20,2024-10-21,ACCIDENT,288200.0,Accident claim reported for V001341.,16,15.0,16.0,105287.5,37,350,0.8377906976744186,2.7372670070046303,0.551686106365601,1,0.08108108108108109,INVESTIGATED,UNDER_REVIEW
CL000605,P008175,C002207,V006068,RS00475,2024-10-16,2024-10-21,VANDALISM,214700.0,Vandalism claim reported for V006068.,3,6.0,3.0,252466.66666666666,17,145,0.3262917933130699,0.8504092949564299,0.1967233650241258,0,0.0,NOT_FLAGGED,CLOSED
CL016606,P003585,C009227,V002974,RS00362,2024-10-17,2024-10-21,ACCIDENT,878300.0,Accident claim reported for V002974.,0,-1.0,0.0,878300.0,24,270,0.5503132832080201,1.0,0.0635727279988523,0,0.041666666666666664,NOT_FLAGGED,CLOSED
CL023694,P007849,C008346,V002624,RS00410,2024-10-15,2024-10-21,FIRE,56200.0,Fire claim reported for V002624.,3,7.0,3.0,51333.333333333336,7,86,0.13069767441860466,1.0948051948051947,0.36707382097439006,1,0.0,INVESTIGATED,UNDER_REVIEW
CL009923,P008010,C005724,V003365,RS00369,2024-10-15,2024-10-21,ACCIDENT,180600.0,Accident claim reported for V003365.,3,59.0,3.0,103633.33333333333,6,228,0.23700787401574802,1.7426825345770345,0.07416164785763708,0,0.0,NOT_FLAGGED,CLOSED
CL024627,P009913,C005900,V000161,RS00176,2024-10-17,2024-10-21,ACCIDENT,193400.0,Accident claim reported for V000161.,5,13.0,5.0,409500.0,64,170,0.12945113788487284,0.47228327228327227,0.47655378150341815,1,0.203125,FLAGGED,UNDER_REVIEW
CL022051,P009129,C006645,V011265,RS00447,2024-10-21,2024-10-21,ACCIDENT,79500.0,Accident claim reported for V011265.,0,-1.0,0.0,79500.0,26,63,0.12559241706161137,1.0,0.005634383222061649,0,0.07692307692307693,NOT_FLAGGED,CLOSED
CL016649,P006153,C001227,V004533,RS00028,2024-10-20,2024-10-21,ACCIDENT,113100.0,Accident claim reported for V004533.,1,15.0,1.0,148800.0,44,55,0.1579608938547486,0.7600806451612904,0.11800590583663724,0,0.3181818181818182,NOT_FLAGGED,CLOSED
CL019507,P008368,C009921,V012333,RS00164,2024-10-21,2024-10-21,ACCIDENT,205400.0,Accident claim reported for V012333.,3,143.0,3.0,318366.6666666667,154,347,0.23001119820828667,0.6451680452308658,0.1946546875673814,0,0.23870967741935484,NOT_FLAGGED,CLOSED
CL029507,P011204,C009732,V004009,RS00424,2024-10-16,2024-10-21,ACCIDENT,434000.0,Accident claim reported for V004009.,5,47.0,5.0,721880.0,31,363,0.22030456852791877,0.6012079570011636,0.6327532263173358,0,0.1935483870967742,NOT_FLAGGED,CLOSED
CL012924,P005638,C009044,V009850,RS00273,2024-10-17,2024-10-21,ACCIDENT,82800.0,Accident claim reported for V009850.,0,-1.0,0.0,82800.0,49,71,0.15276752767527677,1.0,0.04531234554897808,0,0.16,NOT_FLAGGED,CLOSED
CL003273,P008171,C004677,V013257,RS00028,2024-10-15,2024-10-21,ACCIDENT,96500.0,Accident claim reported for V013257.,2,84.0,2.0,214250.0,45,354,0.08177966101694915,0.45040840140023336,0.03137635632681682,0,0.3111111111111111,NOT_FLAGGED,CLOSED
CL010414,P006243,C007544,V007135,RS00083,2024-10-19,2024-10-21,ACCIDENT,159000.0,Accident claim reported for V007135.,2,11.0,2.0,69100.0,10,246,0.4542857142857143,2.301013024602026,0.04217485462670712,0,0.0,NOT_FLAGGED,CLOSED
CL023359,P004745,C007747,V001246,RS00082,2024-10-17,2024-10-21,NATURAL_DISASTER,379200.0,Natural_Disaster claim reported for V001246.,1,98.0,1.0,613200.0,27,198,0.2616977225672878,0.6183953033268101,0.01722905482562991,0,0.037037037037037035,NOT_FLAGGED,CLOSED
CL008561,P010926,C007839,V005243,RS00129,2024-10-15,2024-10-21,FIRE,94000.0,Fire claim reported for V005243.,4,49.0,4.0,178575.0,23,170,0.15210355987055016,0.5263894722105558,0.017055010511028805,0,0.13043478260869565,NOT_FLAGGED,CLOSED
CL000759,P006474,C003835,V001778,RS00429,2024-10-18,2024-10-21,ACCIDENT,73000.0,Accident claim reported for V001778.,10,17.0,10.0,129830.0,20,257,0.1967654986522911,0.5622737425864592,0.711614232722146,1,0.15,FLAGGED,UNDER_REVIEW
CL005629,P009650,C009156,V010185,RS00093,2024-10-19,2024-10-21,THEFT,104900.0,Theft claim reported for V010185.,4,20.0,4.0,147925.0,4,13,0.08778242677824268,0.7091431468649654,0.3719600194895666,1,0.25,FLAGGED,UNDER_REVIEW
CL007569,P011024,C001315,V011687,RS00117,2024-10-19,2024-10-21,ACCIDENT,130900.0,Accident claim reported for V011687.,1,86.0,1.0,45800.0,20,136,0.178581173260573,2.8580786026200875,0.009444251116444263,0,0.0,NOT_FLAGGED,CLOSED
CL019339,P006839,C009647,V002585,RS00485,2024-10-14,2024-10-21,NATURAL_DISASTER,104900.0,Natural_Disaster claim reported for V002585.,0,-1.0,0.0,104900.0,27,111,0.10682281059063137,1.0,0.07194130967935602,1,0.48148148148148145,FLAGGED,UNDER_REVIEW
CL018008,P004563,C006864,V008995,RS00298,2024-10-21,2024-10-21,ACCIDENT,1679900.0,Accident claim reported for V008995.,0,-1.0,0.0,1679900.0,15,354,0.5867621376178833,1.0,0.052394641541637275,0,0.06666666666666667,NOT_FLAGGED,CLOSED
CL003762,P005055,C006799,V001613,RS00168,2024-10-20,2024-10-22,ACCIDENT,157900.0,Accident claim reported for V001613.,0,-1.0,0.0,157900.0,15,275,0.39974683544303796,1.0,0.005417330547698899,0,0.13333333333333333,NOT_FLAGGED,CLOSED
CL002240,P002533,C005630,V010769,RS00260,2024-10-19,2024-10-22,ACCIDENT,180500.0,Accident claim reported for V010769.,3,90.0,3.0,919600.0,9,311,0.11162646876932591,0.1962809917355372,0.13546379552976487,0,0.1111111111111111,NOT_FLAGGED,CLOSED
CL003345,P000077,C009611,V003329,RS00136,2024-10-21,2024-10-22,ACCIDENT,94400.0,Accident claim reported for V003329.,6,10.0,6.0,644566.6666666666,76,199,0.0439274080967892,0.14645498267569945,0.4382990102567959,1,0.25333333333333335,INVESTIGATED,UNDER_REVIEW
CL002398,P005511,C003195,V003743,RS00424,2024-10-19,2024-10-22,ACCIDENT,94600.0,Accident claim reported for V003743.,6,50.0,6.0,244216.66666666666,32,192,0.17231329690346084,0.38736094997611414,0.40076851141271896,1,0.1875,INVESTIGATED,UNDER_REVIEW
CL010818,P009915,C005434,V006484,RS00449,2024-10-17,2024-10-22,ACCIDENT,196100.0,Accident claim reported for V006484.,3,12.0,3.0,326200.0,85,108,0.31376,0.6011649294911098,0.5683914610156026,1,0.17647058823529413,INVESTIGATED,UNDER_REVIEW
CL021142,P002418,C002761,V013116,RS00034,2024-10-21,2024-10-22,THEFT,361400.0,Theft claim reported for V013116.,9,14.0,9.0,258922.22222222222,23,278,0.38818474758324384,1.3957859503068275,0.21928687421588214,0,0.17391304347826086,NOT_FLAGGED,CLOSED
CL005358,P004291,C008809,V007750,RS00371,2024-10-16,2024-10-22,ACCIDENT,409800.0,Accident claim reported for V007750.,2,22.0,2.0,410000.0,33,81,0.12993024730500952,0.9995121951219512,0.024178057884462444,0,0.06060606060606061,NOT_FLAGGED,CLOSED
CL013793,P010811,C004223,V014651,RS00019,2024-10-18,2024-10-22,VANDALISM,402700.0,Vandalism claim reported for V014651.,0,-1.0,0.0,402700.0,18,25,0.2808228730822873,1.0,0.04323914846999811,0,0.05555555555555555,NOT_FLAGGED,CLOSED
CL000614,P007194,C007930,V005172,RS00493,2024-10-20,2024-10-22,ACCIDENT,411300.0,Accident claim reported for V005172.,1,23.0,1.0,104600.0,56,91,0.5792957746478873,3.9321223709369026,0.19214813091962923,0,0.05357142857142857,NOT_FLAGGED,CLOSED
CL020536,P007003,C005363,V001018,RS00106,2024-10-18,2024-10-22,ACCIDENT,109800.0,Accident claim reported for V001018.,0,-1.0,0.0,109800.0,4,303,0.08299319727891157,1.0,0.005178276274668341,0,0.0,NOT_FLAGGED,CLOSED
CL004155,P003864,C002886,V009365,RS00398,2024-10-19,2024-10-22,FIRE,55600.0,Fire claim reported for V009365.,0,-1.0,0.0,55600.0,17,99,0.10775193798449613,1.0,0.008351058740161156,0,0.17647058823529413,NOT_FLAGGED,CLOSED
CL015781,P009068,C004594,V013378,RS00473,2024-10-20,2024-10-22,NATURAL_DISASTER,410500.0,Natural_Disaster claim reported for V013378.,4,71.0,4.0,339450.0,4,265,0.3898385565052232,1.2093091766092208,0.04567941384610069,0,0.0,NOT_FLAGGED,CLOSED
CL028245,P008391,C000912,V008720,RS00082,2024-10-17,2024-10-22,ACCIDENT,80700.0,Accident claim reported for V008720.,0,-1.0,0.0,80700.0,28,36,0.27448979591836736,1.0,0.006458463525975511,0,0.03571428571428571,NOT_FLAGGED,CLOSED
CL019039,P010446,C008378,V005311,RS00431,2024-10-20,2024-10-22,THEFT,365900.0,Theft claim reported for V005311.,1,23.0,1.0,161000.0,36,162,0.29484286865431103,2.2726708074534163,0.01181791746706777,0,0.1111111111111111,NOT_FLAGGED,CLOSED
CL021663,P011357,C000361,V009492,RS00170,2024-10-18,2024-10-22,VANDALISM,222900.0,Vandalism claim reported for V009492.,0,-1.0,0.0,222900.0,32,167,0.2675870348139256,1.0,0.016100500359978696,0,0.06451612903225806,NOT_FLAGGED,CLOSED
CL005336,P007924,C005813,V000752,RS00136,2024-10-22,2024-10-22,ACCIDENT,19100.0,Accident claim reported for V000752.,7,16.0,7.0,146071.42857142858,75,230,0.03874239350912779,0.13075794621026895,0.7235298932545103,1,0.2631578947368421,FLAGGED,UNDER_REVIEW
CL024813,P004102,C007242,V001887,RS00153,2024-10-22,2024-10-22,ACCIDENT,41200.0,Accident claim reported for V001887.,0,-1.0,0.0,41200.0,21,191,0.13779264214046824,1.0,0.0071002034177559525,0,0.19047619047619047,NOT_FLAGGED,CLOSED
CL022628,P007983,C001617,V003310,RS00028,2024-10-17,2024-10-22,ACCIDENT,427200.0,Accident claim reported for V003310.,0,-1.0,0.0,427200.0,46,161,0.6,1.0,0.29499161178258104,1,0.30434782608695654,FLAGGED,UNDER_REVIEW
CL013456,P002697,C007307,V002693,RS00395,2024-10-21,2024-10-22,ACCIDENT,130000.0,Accident claim reported for V002693.,2,19.0,2.0,174650.0,37,63,0.21487603305785125,0.7443458345261953,0.39048930427613765,1,0.10810810810810811,INVESTIGATED,UNDER_REVIEW
CL014171,P011801,C006432,V002564,RS00352,2024-10-18,2024-10-22,THEFT,96800.0,Theft claim reported for V002564.,2,46.0,2.0,100800.0,25,97,0.18651252408477842,0.9603174603174603,0.006943163162188511,0,0.08,NOT_FLAGGED,CLOSED
CL019853,P006753,C000995,V002209,RS00170,2024-10-22,2024-10-22,ACCIDENT,469400.0,Accident claim reported for V002209.,2,303.0,1.0,245400.0,31,310,0.571741778319123,1.9127954360228199,0.042850980797330504,0,0.0625,NOT_FLAGGED,CLOSED
CL019133,P000884,C003053,V013445,RS00241,2024-10-16,2024-10-22,THEFT,637200.0,Theft claim reported for V013445.,4,9.0,4.0,223325.0,33,256,0.6429868819374369,2.853240792566887,0.4996585755679054,1,0.12121212121212122,FLAGGED,UNDER_REVIEW
CL000043,P001594,C007033,V009813,RS00311,2024-10-17,2024-10-22,THEFT,701500.0,Theft claim reported for V009813.,1,156.0,1.0,1003200.0,40,48,0.7846756152125279,0.699262360446571,0.05806225708281441,0,0.1,NOT_FLAGGED,CLOSED
CL000778,P006665,C009594,V014458,RS00222,2024-10-22,2024-10-22,ACCIDENT,19100.0,Accident claim reported for V014458.,1,35.0,1.0,68300.0,1,146,0.06324503311258278,0.2796486090775988,0.01877602394792104,0,0.0,NOT_FLAGGED,CLOSED
CL005064,P009808,C003102,V005163,RS00164,2024-10-15,2024-10-22,VANDALISM,135700.0,Vandalism claim reported for V005163.,0,-1.0,0.0,135700.0,156,9,0.2881104033970276,1.0,0.10263237176497211,0,0.23717948717948717,NOT_FLAGGED,CLOSED
CL003889,P002740,C008258,V001209,RS00443,2024-10-16,2024-10-22,THEFT,127000.0,Theft claim reported for V001209.,8,119.0,8.0,187675.0,20,60,0.19508448540706605,0.6767017450379645,0.05569261739928775,1,0.1,INVESTIGATED,UNDER_REVIEW
CL005192,P010649,C006807,V012915,RS00044,2024-10-22,2024-10-22,ACCIDENT,74300.0,Accident claim reported for V012915.,7,1.0,7.0,212985.7142857143,12,339,0.10799418604651163,0.3488496881078543,0.15077452719065074,0,0.0,NOT_FLAGGED,CLOSED
CL027266,P002701,C000648,V012461,RS00304,2024-10-21,2024-10-22,NATURAL_DISASTER,254900.0,Natural_Disaster claim reported for V012461.,1,104.0,1.0,22400.0,17,334,0.22738626226583408,11.379464285714286,0.011710822509762436,0,0.11764705882352941,NOT_FLAGGED,CLOSED
CL028564,P006090,C005238,V002725,RS00281,2024-10-20,2024-10-22,VANDALISM,198600.0,Vandalism claim reported for V002725.,4,191.0,4.0,168100.0,28,365,0.2785413744740533,1.1814396192742416,0.1601044295445884,0,0.17857142857142858,NOT_FLAGGED,CLOSED
CL005261,P010385,C009932,V008113,RS00287,2024-10-22,2024-10-22,ACCIDENT,693500.0,Accident claim reported for V008113.,6,60.0,6.0,174833.33333333334,47,0,0.5638211382113821,3.9666348903717825,0.8411602158741814,1,0.23404255319148937,FLAGGED,UNDER_REVIEW
CL008976,P005530,C009011,V014522,RS00490,2024-10-20,2024-10-22,THEFT,301200.0,Theft claim reported for V014522.,2,12.0,2.0,375250.0,38,10,0.4556732223903177,0.8026648900732845,0.17930184211563616,0,0.10526315789473684,NOT_FLAGGED,CLOSED
CL027812,P005944,C004726,V002524,RS00469,2024-10-22,2024-10-23,FIRE,76700.0,Fire claim reported for V002524.,0,-1.0,0.0,76700.0,12,19,0.1804705882352941,1.0,0.08058719014038179,0,0.0,NOT_FLAGGED,CLOSED
CL019682,P005133,C009203,V014385,RS00129,2024-10-22,2024-10-23,ACCIDENT,694500.0,Accident claim reported for V014385.,1,113.0,1.0,237200.0,24,132,0.5459905660377359,2.9279089376053964,0.024043956997168887,0,0.125,NOT_FLAGGED,CLOSED
CL025630,P010461,C002985,V001992,RS00136,2024-10-23,2024-10-23,ACCIDENT,98000.0,Accident claim reported for V001992.,13,5.0,13.0,96138.46153846153,77,361,0.2684931506849315,1.0193630980956954,0.6219392767875077,1,0.2727272727272727,INVESTIGATED,UNDER_REVIEW
CL000935,P009290,C008076,V010439,RS00413,2024-10-22,2024-10-23,FIRE,64300.0,Fire claim reported for V010439.,4,42.0,4.0,211550.0,37,205,0.05385259631490787,0.3039470574332309,0.06275090728599553,0,0.05405405405405406,NOT_FLAGGED,CLOSED
